date,ticker,open,close,percent_change,fundamental_score,technical_score,news_sentiment_score,composite_score,recommendation
2020-04-15,TSLA,1145.1423465394134,1154.3217877202692,0.801598264931495,20.33970165681748,47.34325469336464,65.70034964418939,40.213252468910724,Hold
2020-04-16,TSLA,982.4546077933779,984.238147574549,0.1815391537708726,8.656645679699826,3.3550133975378316,4.562364330404723,5.717136496976009,Sell
2020-04-17,TSLA,768.9871726656648,762.4296241233029,-0.8527513559986228,32.239477901629584,61.43366212389325,2.033800859760959,37.87601618216133,Sell
2020-04-20,TSLA,552.3408707072958,545.7796959799732,-1.1878850679510211,27.812752364200133,46.03133584837992,6.941593270505808,30.925953939133183,Sell
2020-04-21,TSLA,606.0151523694857,614.350919524613,1.375504741512638,58.85721846151918,25.180351577097902,52.266918798845374,44.068411775215914,Hold
2020-04-22,TSLA,565.3108205639871,547.6603612664688,-3.122257465354929,14.685825372959371,60.25852566286236,62.7088726856023,42.51951495144915,Hold
2020-04-23,TSLA,965.4126363851226,984.5161279663564,1.978790297666359,83.0046686087712,15.47576870571542,13.491777177903153,42.09053036137528,Hold
2020-04-24,TSLA,602.2603458490769,588.4614380680388,-2.291186506988797,38.660481027117875,17.484576144260377,13.874244955628168,25.232871859676937,Sell
2020-04-27,TSLA,1111.8960559071775,1120.3620056853254,0.7613975904645744,18.973650310971692,7.158732679227386,12.56563507883296,12.966080211846224,Sell
2020-04-28,TSLA,1093.7384036341505,1086.8629319956626,-0.6286212146929111,80.25456325521758,81.01105072312086,75.81026932952153,79.66829945723968,Buy
2020-04-29,TSLA,714.1864673697083,706.4750036757462,-1.0797549444422936,17.5571545556909,15.877665235848571,24.240869481734606,18.222101812962713,Sell
2020-04-30,TSLA,1117.757026706562,1103.073988302756,-1.3136162916433756,8.87684157338936,80.96132769433746,80.34463919855487,52.00419554680171,Hold
2020-05-01,TSLA,1081.4899122491347,1094.5851783660535,1.2108542084951142,14.096911203427975,20.560984871961065,75.83584314123148,29.030327058401912,Sell
2020-05-04,TSLA,955.9151670423867,962.4937327589106,0.6881955578629538,74.64023325579421,29.613789827856817,7.4058003069501055,43.18276929485044,Hold
2020-05-05,TSLA,1039.927318174835,1022.425849753294,-1.6829511174163196,61.44870278007709,31.998405524825614,1.2809752646380734,37.6350383748887,Sell
2020-05-06,TSLA,763.2066863296488,753.3645683143117,-1.2895743959829657,13.582947438340687,54.5756097074332,67.46391001029109,40.756204860367774,Hold
2020-05-07,TSLA,589.2148053686349,584.2955809231767,-0.8348779427530783,81.81125682038525,15.728595433957103,14.50334304299693,41.91660951033633,Hold
2020-05-08,TSLA,990.8150774507471,980.4515789126317,-1.045956886806721,58.81950766707193,62.26080782996174,57.10664805405001,59.853455809623476,Hold
2020-05-11,TSLA,984.1597560731698,985.0680530996913,0.09229162449657877,4.438289419172802,54.21508620515036,69.1779821440909,37.29694667854744,Sell
2020-05-12,TSLA,628.5308304642846,636.8061405123005,1.3166116357256719,25.697259156405593,67.20540100763543,17.303698704506598,40.621803806517725,Hold
2020-05-13,TSLA,510.3640426000155,490.71916970408796,-3.849188276636432,71.98940560786913,91.91545739250843,47.56704130910696,75.07535346197243,Buy
2020-05-14,TSLA,563.559431069078,562.5499085224424,-0.17913328940667705,54.641982675162595,90.18930971205829,58.22898633071504,69.57831422103136,Buy
2020-05-15,TSLA,613.4927925135113,632.5134503896732,3.100388155862966,95.95994308783983,79.98081137764277,36.082923015254245,77.59288638924389,Buy
2020-05-18,TSLA,733.372957584201,717.1768655920058,-2.208438670215852,11.120098115879307,43.185244996137726,63.60634276103918,34.44340579701465,Sell
2020-05-19,TSLA,1172.717675813325,1184.4323560979494,0.9989344005154336,12.287135424211293,16.407542143507147,90.98375974347522,29.67462297578242,Sell
2020-05-20,TSLA,521.2161350266658,503.3462581681737,-3.428496483052642,94.43539634092748,67.26349251344345,31.779390850469735,71.03543371184233,Buy
2020-05-21,TSLA,690.4196699216408,697.147017727656,0.9743853049231298,25.31319336124753,56.33355594695254,75.82966243755025,47.824632210790085,Hold
2020-05-22,TSLA,1040.4641675588828,1033.9722654718926,-0.6239428794767024,20.084785155947383,87.31119713677774,75.19138101219599,57.99666911952925,Hold
2020-05-25,TSLA,1195.1264940913677,1189.0915960435834,-0.5049589376204484,39.40907378081957,67.15393888885404,40.88317452421566,50.80183997271258,Hold
2020-05-26,TSLA,712.6884762035634,703.5266663598978,-1.2855279900791707,93.88065134157523,60.32692490210205,32.060897048443785,68.09520990715967,Buy
2020-05-27,TSLA,794.9126392645962,780.0243523655832,-1.8729463042362382,98.70469830628436,20.68667159842853,4.892106634115157,48.73496928870819,Hold
2020-05-28,TSLA,1087.5656780135873,1091.4809547241668,0.36000370274011206,85.12758253948405,22.748563229644102,56.95044184702166,54.540546677055595,Hold
2020-05-29,TSLA,700.8800846005279,685.7893910713965,-2.1531063388300504,97.62989235460611,94.91109327432679,24.867677108035824,81.98992967318033,Buy
2020-06-01,TSLA,676.3619173409779,671.3675196829864,-0.7384208853192494,31.11451059699052,52.95466463094345,88.64793506855925,51.35725710488544,Hold
2020-06-02,TSLA,1009.7275861991288,1000.7794943286642,-0.8861887099814232,4.316608900410168,12.386844316534251,6.137965499622577,7.908974386702283,Sell
2020-06-03,TSLA,524.3062163436616,515.6176801077522,-1.6571491935572267,56.6501970831349,16.13440860488995,84.14177752363697,45.94219777993733,Hold
2020-06-04,TSLA,916.0925742353149,897.8127569887878,-1.9954115730919195,94.33294617792687,21.57253899537297,46.789773412057215,55.72014875173139,Hold
2020-06-05,TSLA,876.5054533247737,886.5448923730695,1.145393791928393,65.99643894011014,50.332438761928266,20.00522384023572,50.532595848862506,Hold
2020-06-08,TSLA,501.3520893013834,500.6425519036834,-0.14152477128173635,14.73019340942978,99.17565907235574,29.94677408269546,51.5516958092533,Hold
2020-06-09,TSLA,1085.0167049119777,1081.732930008172,-0.3026474052371575,61.43730761503087,87.68631077451968,17.479512535773623,63.14534986297495,Buy
2020-06-10,TSLA,549.2736779761882,562.8242096170397,2.4669908980125896,85.65099437567632,69.94042063034522,11.004957367014034,64.43755747581142,Buy
2020-06-11,TSLA,855.2561601755638,869.2190121482981,1.632592973065301,22.59540483063127,72.79271077643197,97.08894866407753,57.573035975640806,Hold
2020-06-12,TSLA,543.3782943659286,553.4358084148625,1.8509230407648398,48.74208442646854,89.00077561136166,15.882947910170708,58.27373359716622,Hold
2020-06-15,TSLA,697.838064111266,683.138147139107,-2.106494003143861,25.018176911628597,25.009942565463206,18.50119181578317,23.711486153993356,Sell
2020-06-16,TSLA,799.3956687071777,789.1439357342489,-1.282435391413672,33.05882513425531,38.33125493552496,15.09312013045535,31.57465605400318,Sell
2020-06-17,TSLA,1197.5391032117682,1207.0592481901313,0.7949757091714418,91.4054300179173,20.91013469275471,42.722903546920165,53.47080659365284,Hold
2020-06-18,TSLA,643.1646604921281,634.634238648566,-1.3263200495243122,4.674191007022777,57.18431373494061,55.13179938315373,35.76976177341611,Sell
2020-06-19,TSLA,572.3254724233266,581.3343683644478,1.574086140701712,45.87610980183467,63.6468028968443,43.070386441902784,52.42324236785215,Hold
2020-06-22,TSLA,1037.3004906662945,1057.156967040053,1.914245346688678,97.91358911542382,8.73704330982652,66.71290541151696,56.00283405240352,Hold
2020-06-23,TSLA,1184.0684368547377,1173.2842886898568,-0.9107706809183275,94.17158567758463,66.38743005901911,21.731368654541015,68.56988002554971,Buy
2020-06-24,TSLA,678.894475498297,684.4029241764048,0.811385108718804,0.39424175570651476,38.7683120341501,15.349176640682217,18.73485684407909,Sell
2020-06-25,TSLA,973.6505905692982,989.5703994073015,1.6350638506463497,39.00626964670876,42.12050149766875,74.82350076778476,47.41540861130796,Hold
2020-06-26,TSLA,857.7164135847302,865.2423815518401,0.8774424562608092,97.38560188212264,40.36659969921629,43.977280396398335,63.896336711815245,Buy
2020-06-29,TSLA,1095.2826151700278,1076.3959978153014,-1.7243601873288728,92.631738979344,6.973611989857242,63.47468943915082,52.53707827551066,Hold
2020-06-30,TSLA,1011.3404062996422,1014.2305510573386,0.285773686059981,58.83026684824709,54.75195731188634,49.27875997217267,55.28864165848791,Hold
2020-07-01,TSLA,1028.0073239314265,1027.8629528357576,-0.014043780847475797,33.82692280630083,31.484805037522513,29.55116649262697,32.03492443605474,Sell
2020-07-02,TSLA,1126.744927847253,1109.6493120651114,-1.5172569549351536,20.215744052214045,33.50075569485663,29.83367206111076,27.453334311050423,Sell
2020-07-03,TSLA,669.7792630557814,664.7566553642596,-0.7498899963857922,94.37095144330857,3.880940555622092,67.47935629881093,52.79662805933445,Hold
2020-07-06,TSLA,567.5459581050537,550.8795426473886,-2.9365754825057127,5.976479205484397,41.85847563671899,52.917180559882674,29.71741804885789,Sell
2020-07-07,TSLA,557.7211705455878,555.9762260111146,-0.31287041386043335,55.9803665712947,57.31864698945298,97.92029986727835,64.90366539775474,Buy
2020-07-08,TSLA,862.2683536629163,845.7988180645862,-1.910024359396648,51.51078571416774,66.80959494511298,77.43234507632116,62.814621278976524,Buy
2020-07-09,TSLA,913.6739617172162,911.7734112960028,-0.2080118839811769,25.796769044546807,17.663826946203887,30.411997307198224,23.466637857739926,Sell
2020-07-10,TSLA,1012.3574995848385,1007.7805412905733,-0.45210889395714104,99.22295416380403,27.80803582213638,94.5531705086184,69.72303009609985,Buy
2020-07-13,TSLA,786.7263797298335,769.021660204173,-2.2504291176482982,27.658631500939446,25.609196961323576,26.1349271982392,26.534116824553053,Sell
2020-07-14,TSLA,801.2581803227508,820.8247857968878,2.441985112246272,33.078307823809475,46.070237361556465,10.892399697739963,33.83789801369437,Sell
2020-07-15,TSLA,1042.46631911459,1040.6725286235128,-0.17207179341782758,60.8011804745297,64.21039131768886,28.265593230653796,55.65774736301818,Hold
2020-07-16,TSLA,659.468680919796,645.8588330682195,-2.0637595454258975,25.989374851070433,53.1231961000613,53.446639665281815,42.33435631350906,Hold
2020-07-17,TSLA,899.2464363473362,899.8011055551783,0.06168155751555412,92.29764582584136,91.28556796339852,85.4535186575236,90.52398924720067,Buy
2020-07-20,TSLA,1155.4112123446039,1173.5229618619944,1.5675587465208591,9.436274455653137,36.366242039820115,51.005933090939614,28.522193216377225,Sell
